Artikelname;EAN;SKU;Brand;MwSt;EK netto;empfl. VK brutto;Inhalt;Beschreibung;Anwendung;INCI
SkinCapsule™ CLEAR+;850002889468;HH-CL-101;HUSH & HUSH;7;21,50 €;44,50 €;1 Glas (60 Kapseln);"Ergänzungsmittel zur Bekämpfung von Makeln,
Läsionen und Unreinheiten sowie zur Förderung
eines klaren, frischen Hautbildes.
Eine Mischung klinischer pflanzlicher Wirkstoffe
unterstützt die Reduktion und Minimierung von
Rötungen und Entzündungen.";Zwei Kapseln täglich einnehmen, vorzugsweise zu einer Mahlzeit oder wie mit Ihrem Arzt besprochen. Die angegebene empfohlene tägliche Verzehrsmenge darf nicht überschritten werden.;Vitamin A, Pantothenic acid, Zinc, Selenium, Turmeric (root), Artichoke (leaf), Dandelion (root), Burdock (root), Red Panax ginseng (aerial) extract, Echinacea purpurea (herb).
DeeplyRooted® Shampoo;850002889581;HH-DRH-503;HUSH & HUSH;19;19,50 €;39,00 €;200 ml;Exfolierendes und sanft reinigendes Haarpflegeshampoo zur Versorgung der Kopfhaut und des Haares mit klinisch erprobten, reinen, pflanzlichen Wirkstoffen. Die Reinigung bietet die Grundlage für eine optimal gepflegte und genährte Kopfhaut und dient zur Stärkung des Haares. Reinigt sanft und effektiv das Haar, exfoliert die Kopfhaut und befreit sie von abgestorbenen Hautzellen und stärkt dünnes, brüchiges und alterndes Haar. Reduziert das Trockenheitsgefühl auf der Kopfhaut. Optimale Ergebnisse mit der Anwendung weiterer DeeplyRooted Produkte. Tube aus nachhaltigem Zuckerrohr. Vegan, frei von Parabenen und künstlichen Duftstoffen.;Eine großzügige Menge direkt auf die Kopfhaut geben und 1 Minute lang einmassieren. Ausspülen und anschließend den DeeplyRooted® Conditioner und das Hair Serum anwenden. Für optimale Ergebnisse empfehlen wir die tägliche Einnahme der HUSH & HUSH DeeplyRooted Nahrungsergänzung.;Aqua/Eau/Water, Sodium Lauroy/ Methyl Isethionate, Cocamidopropyl Betaine, Glycol Distearate, Capryloyl/Caproyl Methyl Glucamide, Acrylates Copolymer, Sodium Methyl Cocoyl Taurate, Lauroyl/Myristoyl Methyl Glucamide, Sodium Chloride, Dimethicone, Polyquaternium-10, Glycerin, Aloe Barbadensis Leaf Juice, Ocimum Basilicum Hairy Root Culture Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Mentha Piperita (peppermint) Oil, Mentha Arvensis Flower/Leaf/Stem extract, Argania Spinosa Kernel Oil, Prunus Armeniaca (Apricot) Kernel Oil, Laminaria Digitata Extract, Chlorella Vulgaris Extract, Saccharide Isomerate, Lavandula Stochas Extract, Caesalpinia Spinosa Fruit Pod Extract, Helianthus Annuus (Sunflower) Sprout Extract, Pisum Sativum (Pea) Sprout Extract, Trifolium Pratense (Clover) Flower Extract, Acetyl Tetrapeptide-3, Rice Amino Acids, Yeast Extract, Maltodextrin, Sea Water, Dextran, Propylene Glycol, Butylene Glycol, Alcohol, Sodium Phytate, Phenoxyethanol, Ethylhexylglycerin, Caprylyl Glycol, Hexylene Glycol, Sodium Hydroxide, Sodium Benzoate, Chlorphenesin, Trisodium Ethylenediamine Disuccinate, Tetrasodium EDTA, Limonene.
DeeplyRooted® Conditioner;850002889598;HH-DRH-504;HUSH & HUSH;19;24,50 €;49,00 €;200 ml;Intensiv nährende Haarspülung zur Reparatur geschädigter Haarsträhnen. Beinhaltet Perlchen aus Olivenöl, die die Kopfhaut sanft exfolieren und das Haar mit Feuchtigkeit versorgen. Fördert glattes, seidiges Haar und macht es geschmeidig. Spendet intensive Feuchtigkeit, fördert geschmeidiges Haar und trägt zur Reparatur geschädigter Strähnen bei. Tube aus nachhaltigem Zuckerrohr. Vegan, frei von Parabenen und künstlichen Duftstoffen.;In die Haare vom Ansatz bis in die Spitzen einmassieren. Zwei Minuten einwirken lassen, ausspülen und anschließend das DeeplyRooted® Hair Serum anwenden. Für optimale Ergebnisse empfehlen wir die tägliche Einnahme der HUSH & HUSH DeeplyRooted Nahrungsergänzung.;Aqua/Eau/Water, Cety| Alcohol, Behentrimonium Methosulfate, Ceteary| Alcohol, Hexyl Laurate, Isohexadecane, Oryza Sativa Bran Oil, Coconut Alkanes, Argania Spinosa Kernel Oil, Glycerin, Vitis Vinifera (Grape) Seed Oil, Coco-Caprylate/Caprate, Orbignya Speciosa Kernel Oil, Astrocaryum Murumuru Seed Butter, Ocimum Basilicum Hairy Root Culture Extract, Caesalpinia Spinosa Fruit Pod Extract, Helianthus Annuus (Sunflower) Sprout Extract, Sea water, Laminaria Digitata Extract, Chlorella Vulgaris Extract, Saccharide Isomerate, Lavandula Stochas Extract, Pisum Sativum (Pea) Sprout Extract, Dextran, Acetyl Tetrapeptide-3, Trifolium Pratense (Clover) Flower Extract, Olea Europaea (Olive) Fruit Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Mentha Piperita (Peppermint) Oil, Mentha Arvensis Flower/Leaf/Stem Extract, Euphorbia Cerifera (Candelilla) Wax, Yeast Extract, Maltodextrin, Butylene Glycol, Propylene Glycol, Mannitol, Cellulose, Hydroxypropyl Methylcellulose, Alcohol, Tocopherol, Disodium EDTA, Sodium Benzoate, Phenoxyethanol, Ethylhexylglycerin, Limonene, May Contain +/- Chromium Oxide Greens (CI 77288).
DeeplyRooted® Hair Serum;850002889604;HH-DRH-501;HUSH & HUSH;19;39,50 €;79,00 €;60 ml;Potentes Haarserum, das im Haar verbleibt, mit aktiven Wirkstoffen zur Verbesserung der Follikelregeneration, Revitalisierung von ausdünnendem Haar und Pflege des Haares und der Kopfhaut. Zahlreiche aktive Wirkstoffe versorgen das Haar mit Nährstoffen und reduzieren Schuppen. Das Haarserum verbessert die Regeneration der Haarfollikel und revitalisiert dünnes, brüchiges Haar. Vegan, frei von Parabenen und künstlichen Duftstoffen.;Das Haar in drei Abschnitte teilen. Eine großzügige Menge des Serums direkt auf die Kopfhaut auftragen, dabei eine gefüllte Pipette verwenden. Das Produkt direkt in die Kopfhaut einmassieren und nicht ausspülen. Haar wie gewohnt stylen. Für optimale Ergebnisse empfehlen wir die tägliche Anwendung des Hair Serums und die tägliche Einnahme der HUSH & HUSH DeeplyRooted Nahrungsergänzung.;Aqua/Eau/Water, Isohexadecane, C14-22 Alcohols, Aloe Barbadensis Leaf Juice, Dimethicone, Cocos Nucifera (Coconut) Water, Glycerin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, C12-20 Alkyl Glucoside, Sea Water, Laminaria Digitata Extract, Chlorella Vulgaris Extract, Saccharide Isomerate, Lavandula Stochas Extract, Pisum Sativum (Pea) Sprout Extract, Butyrospermum Parkii (Shea) Butter, Ocimum Basilicum Hairy Root Culture Extract, Trifolium Pratense (Clover) Flower Extract, Caesalpinia Spinosa Fruit Pod Extract, Helianthus Annuus (Sunflower) Sprout Extract, Oil, Mentha Piperita (Peppermint) Oil, Mentha Arvensis Flower/Leaf/Stem Extract, Shilajit Extract, Withania Somnifera Root Extract, Propylene Glycol, Yeast Extract, Maltodextrin, Butylene Glycol, Dextran, Acetyl Tetrapeptide-3, Alcohol, Sodium Hydroxide, Leuconostoc/Radish Root Ferment Filtrate, Sodium Benzoate, Phenoxyethanol, Ethylhexylglycerin, Limonene.
I CONCEAL flawless foundation porcelain;819984014411;ICEU-200N;IMAGE Skincare;19;24,95 €;49,90 €;28 g;Diese all-in-one, leichte, wasserfeste Foundation verwöhnt und deckt ab, für einen täglichen, optimalen und makellosen Teint. Kleine Makel mit dem perfekt abgestimmten Make-Up-Ton abdecken, integriert ist Sonnenschutz mit Lichtschutzfaktor 30 und Anti-Aging-Vorteilen. Die Haut wird mit Sauerstoff und botanischen Wirkstoffen versorgt. Erhältlich in 7 verschiedenen Fitzpatrick-Farben.;Die gewünschte Menge auf das Gesicht und den Hals auftragen und gut verblenden.;"WATER/AQUA/EAU, TITANIUM DIOXIDE Nano), ZINC OXIDE [Nano), CYCLOPENTASILOXANE, COCÓNUT ALKANES, SQUALANE, POLYGLYCERYL-4 DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE, GLYCERIN, SILICA, CETYL PEG/PPG- 10/1 DIMETHICONE, HEXYL LAURATE, ISOHEXADECANE, POLYGLYCERYL-4 ISOSTEARATE, VINYL DIMETHICONE/LAURYL DIMETHICONE GROSSPOLYMER, HYDROGEN DIMETHICONE, DIMETHICONE, HYDROXYPROPYLCOCOATE PEG-8
DIMETHICONE, ALUMINA, POLYGLYCERYL-3 POLYDIMETHYLSILOXYETHYL DIMETHICONE, TETRADECANE, MICA, CYCLOHEXASILOXANE, MAGNESIUM SULFATE, POLYHYDROXYSTEARIC ACID, TRIETHOXYSILYETHYL POLYDIMETHYLSILOXYETHYL HEXYL DIMETHICONE, CAPRYLYL GLYCOL DIMETHICONE/PEG-10/15 CROSSPOLYMER, FTHYL HEXYL GLYCERIN. HEXYLENE GLYCOL. DIPOTASSIUM GLYCYRRHIZATE, PERFLURORODECALIN, ZINC PCA, SACCHAROMYCES LYSATE EXTRACT, CENTELLA ASIATICA EXTRACT, LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE, OLEA EUROPEA (OLIVE) LEAF EXTRACT, ALGAE EXTRACT. PHOSPHOLIPIDS, ARTEMISIA VULGARIS EXTRACT., HYALURONIC ACID, ISOMALT, CYPERUS ROTUNDUS ROOT EXTRACT, LONICERA JAPONICA (HONEYSUCKLE) FLOWER EXTRACT, XANTHIUM SIBIRICUM FRUIT EXTRACT, DIPROPYLENE GLYCOL, RETINYL PALMITATE, TOCOPHEROL, ASCORBYL PALMITATE, OPUNTIA FICUS-INDICA STEM EXTRACT, SODIUM CITRATE, SODIUM BENZOATE, PHENOXYETHANOL, POTASSIUM SORBATE, SALICYLIC ACID, ACETYL HEXAPEPTIDE-8, SORBIC ACID, LEGITHIN, VITIS VINIFERA (GRAPE) FRUIT CELL EXTRACT, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ERGOTHIONEINE. (+/ -, CI
77163, Cl 77492, Cl 77491, CI 77499, BETA-CAROTENE)"
I CONCEAL flawless foundation natural;819984014435;ICEU-201N;IMAGE Skincare;19;24,95 €;49,90 €;28 g;Diese all-in-one, leichte, wasserfeste Foundation verwöhnt und deckt ab, für einen täglichen, optimalen und makellosen Teint. Kleine Makel mit dem perfekt abgestimmten Make-Up-Ton abdecken, integriert ist Sonnenschutz mit Lichtschutzfaktor 30 und Anti-Aging-Vorteilen. Die Haut wird mit Sauerstoff und botanischen Wirkstoffen versorgt. Erhältlich in 7 verschiedenen Fitzpatrick-Farben.;Die gewünschte Menge auf das Gesicht und den Hals auftragen und gut verblenden.;"WATER/AQUA/EAU, TITANIUM DIOXIDE
[Nano], ZINC OXIDE (Nano], CYCLOPENTASILOXANE, COCONUT ALKANES, SQUALANE, POLYGLYCERYL-4 DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE, GLYCERIN, SILICA, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, ISOHEXADECANE, POLYGLYCERYL-4 ISOSTEARATE, VINYL DIMETHICONE/LAURYL DIMETHICONE CROSSPOLYMER, HYDROGEN DIMETHICONE, HYDROXYPROPYLCOCOATE PEG-8 DIMETHICONE, DIMETHICONE, ALUMINA, POLYGLYCERYL-3 POLYDIMETHYLSILOXYETHYL DIMETHICONE, TETRADECANE, MICA, CYCLOHEXASILOXANE, MAGNESIUM SULFATE, POLYHYDROXYSTEARIC ACID, TRIETHOXYSILYETHYL POLYDIMETHYLSILOXYETHYL HEXYL DIMETHICONE, CAPRYLYL GLYCOL, DIMETHICONE/PEG- 10/15
CROSSPOLYMER, ETHYLHEXYLGLYCERIN, HEXYLENE GLYCOL, DIPOTASSIUM GLYCYRRHIZATE, PERFLURORODECALIN, ZINC PCA, SACCHAROMYCES LYSATE EXTRACT, CENTELLA ASIATICA EXTRACT, LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE, OLEA EUROPEA (OLIVE) LEAF EXTRACT, ALGAE EXTRACT, PHOSPHOLIPIDS, ARTEMISIA VULGARIS EXTRACT, HYALURONIC ACID, ISOMALT, CYPERUS ROTUNDUS ROOT EXTRACT, LONICERA JAPONICA (HONEYSUCKLE) FLOWER EXTRACT, XANTHIUM SIBIRICUM FRUIT EXTRACT, DIPROPYLENE GLYCOL, RETINYL PALMITATE, TOCOPHEROL, ASCORBYL PALMITATE, OPUNTIA FICUS-INDICA STEM EXTRACT, SODIUM CITRATE, SODIUM BENZOATE, PHENOXYETHANOL, POTASSIUM SORBATE, SALICYLIC ACID, ACETYL HEXAPEPTIDE-8, SORBIC ACID, LECITHIN, VITIS VINIFERA (GRAPE) FRUIT CELL EXTRACT, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ERGOTHIONEINE, (+/ -: CI 77163, CI 77492, CI 77491, C1 77499, BETA-CAROTENE]"
I CONCEAL flawless foundation beige;819984014459;ICEU-202N;IMAGE Skincare;19;24,95 €;49,90 €;28 g;Diese all-in-one, leichte, wasserfeste Foundation verwöhnt und deckt ab, für einen täglichen, optimalen und makellosen Teint. Kleine Makel mit dem perfekt abgestimmten Make-Up-Ton abdecken, integriert ist Sonnenschutz mit Lichtschutzfaktor 30 und Anti-Aging-Vorteilen. Die Haut wird mit Sauerstoff und botanischen Wirkstoffen versorgt. Erhältlich in 7 verschiedenen Fitzpatrick-Farben.;Die gewünschte Menge auf das Gesicht und den Hals auftragen und gut verblenden.;"WATER/AQUA/EAU, TITANIUM DIOXIDE
[Nano], ZINC OXIDE [Nano], CYCLOPENTASILOXANE, COCONUT ALKANES, SQUALANE, POLYGLYCERYL-4 DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE, GLYCERIN, SILICA, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, ISOHEXADECANE, POLYGLYCERYL-4 ISOSTEARATE, VINYL DIMETHICONE/LAURYL DIMETHICONE CROSSPOLYMER, HYDROGEN DIMETHICONE, HYDROXYPROPYLCOCOATE PEG-8 DIMETHICONE, DIMETHICONE, ALUMINA, POLYGLYCERYL-3 POLYDIMETHYLSILOXYETHYL DIMETHICONE, TETRADECANE, MICA, CYCLOHEXASILOXANE, MAGNESIUM SULFATE.
POLYHYDROXYSTEARIC ACID, TRIETHOXYSILYETHYL POLYDIMETHYLSILOXYETHYL HEXYL DIMETHICONE, CAPRYLYL GLYCOL, DIMETHICONE/PEG-10/15 CROSSPOLYMER, ETHYLHEXYLGLYCERIN, HEXYLENE GLYCOL, DIPOTASSIUM GLYCYRRHIZATE, PERFLURORODECALIN, ZINC PA, SACCHAROMYCES LYSATE EXTRACT, CENTELLA ASIATICA EXTRACT, LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE, OLEA EUROPEA (OLIVE) LEAF EXTRACT, ALGAE EXTRACT, PHOSPHOLIPIDS, ARTEMISIA VULGARIS EXTRACT, HYALURONIC ACID, ISOMALT, CYPERUS ROTUNDUS ROOT EXTRACT, LONICERA JAPONICA (HONEYSUCKLE) FLOWER EXTRACT, XANTHIUM SIBIRICUM FRUIT EXTRACT, DIPROPYLENE GLYCOL, RETINYL PALMITATE TOCOPHEROL, ASCORBYL PALMITATE, OPUNTIA FICUS-INDICA STEM EXTRACT, SODIUM CITRATE, SODIUM BENZOATE, PHENOXYETHANOL, POTASSIUM SORBATE, SALICYLIC ACID, ACETYL HEXAPEPTIDE-8, SORBIC ACID, LECITHIN, VITIS VINIFERA (GRAPE) FRUIT CELL EXTRACT, PENTAERYTHRITYL TETRA-DI-T-BUTYL
HYDROXYHYDROCINNAMATE, ERGOTHIONEINE, [+/ -: CI 77163, CI 77492, CI 77491, CI 77499, BETA-CAROTENE]"
I CONCEAL flawless foundation suede;819984014473;ICEU-203N;IMAGE Skincare;19;24,95 €;49,90 €;28 g;Diese all-in-one, leichte, wasserfeste Foundation verwöhnt und deckt ab, für einen täglichen, optimalen und makellosen Teint. Kleine Makel mit dem perfekt abgestimmten Make-Up-Ton abdecken, integriert ist Sonnenschutz mit Lichtschutzfaktor 30 und Anti-Aging-Vorteilen. Die Haut wird mit Sauerstoff und botanischen Wirkstoffen versorgt. Erhältlich in 7 verschiedenen Fitzpatrick-Farben.;Die gewünschte Menge auf das Gesicht und den Hals auftragen und gut verblenden.;"WATER/AQUA/EAU, TITANIUM DIOXIDE
[Nano], ZINC OXIDE [Nano], CYCLOPENTASILOXANE,
COCONUT ALKANES, SQUALANE, POLYGLYCERYL-4
DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE,
GLYCERIN, SILICA, CETYL PEG/PPG-10/1 DIMETHICONE,
HEXYL LAURATE, ISOHEXADECANE, POLYGLYCERYL-4
ISOSTEARATE, VINYL DIMETHICONE/LAURYL DIMETHICONE
CROSSPOLYMER, HYDROGEN DIMETHICONE,
HYDROXYPROPYLCOCOATE PEG-8 DIMETHICONE,
DIMETHICONE, ALUMINA, POLYGLYCERYL-3
POLYDIMTHYLSILOXYETHYL DIMETHICONE, TETRADECANE,
MICA, CYCLOHEXASILOXANE, MAGNESIUM SULFATE,
POLYHYDROXYSTERAIC ACID, TRIETHOXYSILYETHYL
POLYDIMETHYLSILOXYETHYL HEXYL DIMETHICONE,
CAPRYLYL GLYCOL, DIMETHICONE/PEG-10/15
CROSSPOLYMER, ETHYLHEXYLGLYCERIN, HEXYLENE
GLYCOL, DIPOTASSIUM GLYCYRRHIZATE,
PERFLURORODECALIN, ZINC PCA, SACCHAROMYCES
LYSATE EXTRACT, CENTELLA ASIATICA EXTRACT,
LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE, OLEA
EUROPEA (OLIVE) LEAF EXTRACT, ALGAE EXTRACT,
PHOSPHOLIPIDS, ARTEMISIA VULGARIS EXTRACT,
HYALURONIC ACID, ISOMALT, CYPERUS ROTUNDUS ROOT
EXTRACT, LONICERA JAPONICA (HONEYSUCKLE) FLOWER
EXTRACT, XANTHIUM SIBIRICUM FRUIT EXTRACT,
DIPROPYLENE GLYCOL, RETINYL PALMITATE,
TOCOPHEROL, ASCORBYL PALMITATE, OPUNTIA
FICUS-INDICA STEM EXTRACT, SODIUM CITRATE, SODIUM
BENZOATE, PHENOXYETHANOL, POTASSIUM SORBATE,
SALICYLIC ACID, ACETYL HEXAPEPTIDE-8, SORBIC ACID,
LECITHIN, VITIS VINIFERA (GRAPE) FRUIT CELL EXTRACT,
PENTAERYTHRITYL TETRA-DI-T-BUTYL
HYDROXYHYDROCINNAMATE, ERGOTHIONEINE, [+/ -, CI 77163, CI 77492, CI 77491, C177499, BETA-CAROTENE]"
I CONCEAL flawless foundation toffee;819984014497;ICEU-204N;IMAGE Skincare;19;24,95 €;49,90 €;28 g;Diese all-in-one, leichte, wasserfeste Foundation verwöhnt und deckt ab, für einen täglichen, optimalen und makellosen Teint. Kleine Makel mit dem perfekt abgestimmten Make-Up-Ton abdecken, integriert ist Sonnenschutz mit Lichtschutzfaktor 30 und Anti-Aging-Vorteilen. Die Haut wird mit Sauerstoff und botanischen Wirkstoffen versorgt. Erhältlich in 7 verschiedenen Fitzpatrick-Farben.;Die gewünschte Menge auf das Gesicht und den Hals auftragen und gut verblenden.;WATER/AQUA/EAU, TITANIUM DIOXIDE [Nano], ZINC OXIDE (Nano], CYCLOPENTASILOXANE, COCONUT ALKANES, SQUALANE, POLYGLYCERYL-4 DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE, GLYCERIN, SILICA, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, ISOHEXADECANE, POLYGLYCERYL-4 ISOSTEARATE, VINYL DIMETHICONE/LAURYL DIMETHICONE CROSSPOLYMER, HYDROGEN DIMETHICONE, HYDROXYPROPYLCOCOATE PEG-8 DIMETHICONE, DIMETHICONE, ALUMINA, POLYGLYCERYL-3 POLYDIMETHYLSILOXYETHYL DIMETHICONE, TETRADECANE, MICA, CYCLOHEXASILOXANE, MAGNESIUM SULFATE, POLYHYDROXYSTEARIC ACID, TRIETHOXYSILYETHYL POLYDIMETHYLSILOXYETHYL HEXYL DIMETHICONE, CAPRYLYL GLYCOL, DIMETHICONE/PEG-10/15 CROSSPOLYMER, ETHYLHEXYLGLYCERIN, HEXYLENE GLYCOL, DIPOTASSIUM GLYCYRRHIZATE, PERFLURORODECALIN, ZINC PCA, SACCHAROMYCES LYSATE EXTRACT, CENTELLA ASIATICA EXTRACT, LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE, OLEA EUROPEA (OLIVE) LEAF EXTRACT, ALGAE EXTRACT, PHOSPHOLIPIDS, ARTEMISIA VULGARIS EXTRACT, HYALURONIC ACID, ISOMALT, CYPERUS ROTUNDUS ROOT EXTRACT, LONICERA JAPONICA (HONEYSUCKLE) FLOWER EXTRACT, XANTHIUM SIBIRICUM FRUIT EXTRACT. DIPROPYLENE GLYCOL, RETINYL PALMITATE, TOCOPHEROL, ASCORBYL PALMITATE, OPUNTIA FICUS-INDICA STEM EXTRACT, SODIUM CITRATE, SODIUM BENZOATE, PHENOXYETHANOL, POTASSIUM SORBATE, SALICYLIC ACID, ACETYL HEXAPEPTIDE-8, SORBIC ÀCID, LECITHIN, VITIS VINIFERA (GRAPE) FRUIT CELL EXTRACT, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ERGOTHIONEINE, [+/ -: CI 77163, CI 77492, CI 77491, CI 77499, BETA-CAROTENE]
I CONCEAL flawless foundation deep honey;819984016347;ICEU-207;IMAGE Skincare;19;24,95 €;49,90 €;28 g;Diese all-in-one, leichte, wasserfeste Foundation verwöhnt und deckt ab, für einen täglichen, optimalen und makellosen Teint. Kleine Makel mit dem perfekt abgestimmten Make-Up-Ton abdecken, integriert ist Sonnenschutz mit Lichtschutzfaktor 30 und Anti-Aging-Vorteilen. Die Haut wird mit Sauerstoff und botanischen Wirkstoffen versorgt. Erhältlich in 7 verschiedenen Fitzpatrick-Farben.;Die gewünschte Menge auf das Gesicht und den Hals auftragen und gut verblenden.;"AQUA/WATER/EAU, ZINC OXIDE (Nano),
COCONUT ALKANES, CYCLOPENTASILOXANE, TITANIUM
DIOXIDE (Nano), SQUALANE, POLYGLYCERYL-4
DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE,
GLYCERIN, SILICA, CETYL PEG/PPG-10/1 DIMETHICONE,
HEXYL LAURATE, ISOHEXADECANE, POLYGLYCERVL-4
ISOSTEARATE, VINYL. DIMETHICONE/ AURYL DIMETHICONE
CROSSPOLYMER, HYDROGEN DIMETHICONE,
HYDROXYPROPYLCOCOATE PEG-8 DIMETHICONE,
DIMETHICONE, ALUMINA, POLYGLYCERYL-3
POLYDIMETHYLSILOXYETHYL DIMETHICONE,
CYCLOHEXASILOXANE, MAGNESIUM SULFATE, MICA,
POLYHYDROXYSTEARIC ACID, PHENOXYETHANOL,
TRIETHOXYSILYLETHYL POLYDIMETHYLSILOXYETHYL HEXYL
DIMETHICONE, CAPRYLYL GLYCOL, DIMETHICONE/PEG-10/15
CROSSPOLYMER, ETHYLHEXYLGLYCERIN, HEXYLENE GLYCOL,
DIPOTASSIUM GLYCYRRHIZATE, PERFLUORODECALIN, ZINC PCA, SACCHAROMYCES LYSATE EXTRACT, CENTELLA ASIATICA EXTRACT, LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE, OLEA EUROPAEA (OLIVE) LEAF EXTRACT, ARTEMISIA VULGARIS EXTRACT, HYALURONIC ACID, LAMINARIA DIGITATA
EXTRACT, PHOSPHOLIPIDS, ISOMALT, CYPERUS ROTUNDUS
ROOT EXTRACT, LONICERA JAPONICA (HONEYSUCKLE,
FLOWER EXTRACT, XANTHIUM SIBIRICUM FRUIT EXTRACT,
DIPROPYLENE GLYCOL, RETINYL PALMITATE, ASCORBIL
PALMITATE, TOCOPHERYL ACETATE, OPUNTIA FICUS-INDICA STEM EXTRACT, SODIUM CITRATE, SODIUM BENZOATE.
BETA-CAROTENE, POTASSIUM SORBATE, SALICYLIC ACID,
ACETYL HEXAPEPTIDE-8, SORBIC ACID, TOCOPHEROL,
LECITHIN, VITIS VINIFERA (GRAPE) FRUIT CELL EXTRACT,
PENTAERYTHRITYL TETRA-DI-T-BUTYL
HYDROXYHYDROCINNAMATE, ERGOTHIONEINE, [+/ -, IRON OXIDES (CI 77 492), BISMUTH OXYCHLORIDE (CI 77163), IRON OXIDES (CI 77491), IRON OXIDES (CI 77499)]"
I CONCEAL flawless foundation mahogany;819984016392;ICEU-208;IMAGE Skincare;19;24,95 €;49,90 €;28 g;Diese all-in-one, leichte, wasserfeste Foundation verwöhnt und deckt ab, für einen täglichen, optimalen und makellosen Teint. Kleine Makel mit dem perfekt abgestimmten Make-Up-Ton abdecken, integriert ist Sonnenschutz mit Lichtschutzfaktor 30 und Anti-Aging-Vorteilen. Die Haut wird mit Sauerstoff und botanischen Wirkstoffen versorgt. Erhältlich in 7 verschiedenen Fitzpatrick-Farben.;Die gewünschte Menge auf das Gesicht und den Hals auftragen und gut verblenden.;"AQUA/WATER/EAU, ZINC OXIDE [Nano],
COCONUT ALKANES, CYCLOPENTASILOXANE, TITANIUM
DIOXIDE (Nano], SQUALANE, POLYGLYCERYL-4
DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE
GLYCERIN, SILICA, CETYL PEG/PPG-10/1 DIMETHICONE,
HEXYL LAURATE, ISOHEXADECANE, POLYGLYCERVL-4
ISOSTEARATE, VINYL DIMETHICONE/LAURYL DIMETHICONE
CROSSPOLYMER, HYDROGEN DIMETHICONE,
HYDROXYPROPYLCOCOATE PEG-8 DIMETHICONE,
DIMETHICONE, ALUMINA, POLYGLYCERYL-3
POLYDIMETHYLSILOXYETHYL DIMETHICONE,
CYCLOHEXASILOXANE, MAGNESIUM SULFATE, MICA,
POLYHYDROXYSTEARIC ACID, PHENOXYETHANOL,
TRIETHOXYSILYLETHYL POLYDIMETHYLSILOXYETHYL HEXYL
DIMETHICONE, CAPRYLYL GLYCOL, DIMETHICONE/PEG-10/15
CROSSPOLYMER, ETHYLHEXYLGLYCERIN, HEXYLENE GLYCOL,
DIPOTASSIUM GLYCYRRHIZATE, PERFLUORODECALIN, ZINC PCA, SACCHAROMYCES LYSATE EXTRACT, CENTELLA ASIATICA EXTRACT, LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE. OLEA EUROPAEA (OLIVE) LEAF EXTRACT. ARTEMISIA VULGARIS EXTRACT, HYALURONIC ACID, LAMINARIA DIGITATA
EXTRACT, PHOSPHOLIPIDS, ISOMALT, CYPERUS ROTUNDUS
ROOT EXTRACT, LONICERA JAPONICA (HONEYSUCKLE)
FLOWER EXTRACT, XANTHIUM SIBIRICUM FRUIT EXTRACT,
DIPROPYLENE GLYCOL, RETINYL PALMITATE, ASCORBYL
PALMITATE, TOCOPHERYL ACETATE, OPUNTIA FICUS- INDICA STEM EXTRACT, SODIUM CITRATE, SODIUM BENZOATE, BETA-CAROTENE, POTASSIUM SORBATE, SALICYLIC ACID,
ACETYL HEXAPEPTIDE-8, SORBIC ACID, TOCOPHEROL,
LECITHIN, VITIS VINIFERA (GRAPE) FRUIT CELL EXTRACT,
PENTAERYTHRITYL TETRA-DI-T-BUTYL
HYDROXYHYDROCINNAMATE, ERGOTHIONEINE, (+/ -: IRON OXIDES (CI 77492), BISMUTH OXYCHLORIDE (CI 77163), IRON OXIDES (CI 77491), IRON OXIDES (CI 77499)]."
