artikelordernummer;Artikelname;EAN;Meta titel;Produktbeschreibung;Anwendung;Inhaltsstoffe
PF0115SL03LAV;Liquid Soap Marseille 3l Refill SEAWEED;3551780009716;Erlebe den erfrischenden Duft des Meeres mit La Compagnie de Provence Algue Velours Seife - 3L Nachfüllpackung;Ihre flüssige Lieblingsseife von Marseille in einer Nachfüllbox für zu Hause!  Stellen Sie sie einfach in Ihren Schrank und füllen Sie Ihren Glasspender bei Bedarf bequem nach. Diese 3-Liter-Nachfüllbox ist so klein, dass sie problemlos unter dem Waschbecken im Badezimmer verstaut werden kann, aber groß genug, um sechs 500-ml-Flaschen nachzufüllen, was dazu beiträgt, die Menge der verwendeten Verpackungen zu reduzieren und es Ihnen ermöglicht, Ihre ursprüngliche Glasflasche weiter zu verwenden.   Diese Seife wird in einem Kessel nach traditionellen Methoden hergestellt und ist angereichert mit Filzalgen aus dem Mittelmeerraum und außergewöhnlichen pflanzlichen Ölen aus der Provence.  Sie reinigt sanft Hände und Körper und hilft dabei, den Feuchtigkeitsgehalt der Haut zu erhalten. Die Seife erzeugt einen feinen, cremigen Schaum, der ein sofortiges Gefühl von Frische und Komfort vermittelt.  Ohne Farbstoffe und tierische Fette. Biologisch abbaubare Formel. Frischer, zarter Duft, kreiert in Grasse.   Diese nachfüllbare Flüssigseife ist eine geldsparende und umweltfreundliche Option! Sie ist ideal zum Nachfüllen Ihrer 500ml-Flaschen.;Die umweltfreundliche Art, Ihre Flüssigseife noch länger zu genießen!  Unsere Nachfüllbox kann zum Befüllen unserer eleganten 300ml- und 500ml-Pumpspenderflaschen verwendet werden. Geeignet für den häufigen Gebrauch.  Nur zur äußeren Anwendung. Vermeiden Sie den Kontakt mit den Augen. Sollte das Produkt mit den Augen in Berührung kommen, gründlich mit Wasser ausspülen.;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Xanthan Gum, Benzyl Alcohol, Polyglyceryl-3 Caprylate, Codium Fragile Extract, Tetrasodium Glutamate Diacetate, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Potassium Hydroxide, Sodium Benzoate, Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil, Potassium Sorbate, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol
PF0101SL03LCO;Liquid Soap Marseille 3L Refill COTTON FLOWER;3551780009686;Verwöhne deine Haut mit unserer flüssigen Marseille-Seife - COTTON FLOWER, 3L Nachfüllpackung;Ihre flüssige Lieblingsseife von Marseille in einer Nachfüllbox für zu Hause!  Stellen Sie sie einfach in Ihren Schrank und füllen Sie Ihren Glasspender bei Bedarf bequem nach. Diese 3-Liter-Nachfüllbox ist so klein, dass sie problemlos unter dem Waschbecken im Badezimmer verstaut werden kann, aber groß genug, um sechs 500-ml-Flaschen nachzufüllen, was dazu beiträgt, die Menge der verwendeten Verpackungen zu reduzieren und es Ihnen ermöglicht, Ihre ursprüngliche Glasflasche weiter zu verwenden.  Unsere Flüssigseife wird nach einem traditionellen Verfahren in einem Kessel verseift und ist mit pflanzlichen Ölen angereichert. Sie verwandelt sich in einen feinen Seifenschaum, der die Haut sanft reinigt. Unsere nachfüllbaren Flüssigseifen sind eine kostengünstige und umweltfreundliche Alternative! Baumwollblüte : Ein zarter, blumiger, pudriger Duft, der an die Sanftheit und den Komfort von Baumwolle erinnert.;Die umweltfreundliche Art, Ihre Flüssigseife noch länger zu genießen!  Unsere Nachfüllbox kann zum Befüllen unserer eleganten 300ml- und 500ml-Pumpspenderflaschen verwendet werden. Geeignet für den häufigen Gebrauch.  Nur zur äußeren Anwendung. Vermeiden Sie den Kontakt mit den Augen. Sollte das Produkt mit den Augen in Berührung kommen, gründlich mit Wasser ausspülen.;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
PF0101SL03LEX;Exfoliating Liquid Soap Marseille 3L Refill;3551780009709;Erlebe das neue Peeling-Erlebnis: Exfoliating Liquid Soap Marseille 3L Nachfüllpackung - mit natürlichen Inhaltsstoffen und funkelnden Zitrusnoten!;Ihre flüssige Lieblingsseife von Marseille in einer Nachfüllbox für zu Hause!  Stellen Sie sie einfach in Ihren Schrank und füllen Sie Ihren Glasspender bei Bedarf bequem nach. Diese 3-Liter-Nachfüllbox ist so klein, dass sie problemlos unter dem Waschbecken im Badezimmer verstaut werden kann, aber groß genug, um sechs 500-ml-Flaschen nachzufüllen, was dazu beiträgt, die Menge der verwendeten Verpackungen zu reduzieren und es Ihnen ermöglicht, Ihre ursprüngliche Glasflasche weiter zu verwenden.  Die Flüssigseife Exfoliating Marseille bietet ein sanftes Peeling für Körper und Hände dank der fein gemahlenen Olivenkerne aus dem Mittelmeerraum. Eine Seife, die neue Wege beschreitet und dabei bewährten Techniken treu bleibt. Sie wird aus pflanzlichen Ölen in einem Kessel nach einem traditionellen Verfahren hergestellt und besteht zu 98% aus natürlichen Inhaltsstoffen.  Ihr Duft ist sonnig und fröhlich, ein wahrer Hauch von Optimismus und hinterlässt auf der Haut einen zarten Duft mit spritzigen Zitrusnoten.  Die recycelten Peelingkörner werden aus Olivenkernen hergestellt, die bei der Gewinnung von Olivenöl verwendet werden, und tragen so zur Wiederverwertung von Olivenabfällen bei.;Die umweltfreundliche Art, Ihre Flüssigseife noch länger zu genießen!  Unsere Nachfüllbox kann zum Befüllen unserer eleganten 300ml- und 500ml-Pumpspenderflaschen verwendet werden. Geeignet für den häufigen Gebrauch.  Nur zur äußeren Anwendung. Vermeiden Sie den Kontakt mit den Augen. Sollte das Produkt mit den Augen in Berührung kommen, gründlich mit Wasser ausspülen.;Aqua (Water), Potassium Cocoate, Xanthan Gum, Glycerin, Olea Europaea (Olive) Seed Powder, Parfum (Fragrance), Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Tetrasodium EDTA, Limonene, Tocopherol, Linalool, Citral
PF0101SL03LVE;Liquid Soap Marseille 3L Refill FRESH VERBENA;3551780009693;Fruchtig-frischer Handreiniger: Marseille Flüssigseife mit Verbena-Duft;Ihre flüssige Lieblingsseife von Marseille in einer Nachfüllbox für zu Hause!  Stellen Sie sie einfach in Ihren Schrank und füllen Sie Ihren Glasspender bei Bedarf bequem nach. Diese 3-Liter-Nachfüllbox ist so klein, dass sie problemlos unter dem Waschbecken aufbewahrt werden kann, aber groß genug, um sechs 500-ml-Flaschen nachzufüllen, was dazu beiträgt, die Menge der verwendeten Verpackungen zu reduzieren und es Ihnen ermöglicht, Ihre ursprüngliche Glasflasche weiter zu verwenden.  Unsere Flüssigseife wird nach einem traditionellen Verfahren in einem Kessel verseift und ist mit pflanzlichen Ölen angereichert. Sie verwandelt sich in einen feinen Seifenschaum, der die Haut sanft reinigt. Unsere nachfüllbaren Flüssigseifen sind eine kostengünstige und umweltfreundliche Alternative! Ein prickelnder, spritziger Duft, der Noten von frischem Eisenkraut mit seinem unwiderstehlichen Zitronenduft enthüllt.;Die umweltfreundliche Art, Ihre Flüssigseife noch länger zu genießen!  Unsere Nachfüllbox kann zum Befüllen unserer eleganten 300ml- und 500ml-Pumpspenderflaschen verwendet werden. Geeignet für den häufigen Gebrauch.  Nur zur äußeren Anwendung. Vermeiden Sie den Kontakt mit den Augen. Sollte das Produkt mit den Augen in Berührung kommen, gründlich mit Wasser ausspülen.;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Citral, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Limonene, Tocopherol, Linalool, Citronellol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
PF0105SL03LKA;Liquid Soap Marseille 3L Refill KARITE | SHEA (Wird erst auf Anfrage bestellt);3551780009723;Verwöhne deine Haut mit unserer Shea-Flüssigseife aus Marseille - Nachfüllpackung 3L;Ihre flüssige Lieblingsseife von Marseille in einer Nachfüllbox für zu Hause!  Stellen Sie sie einfach in Ihren Schrank und füllen Sie Ihren Glasspender bei Bedarf bequem nach. Diese 3-Liter-Nachfüllbox ist so klein, dass sie problemlos unter dem Waschbecken im Badezimmer verstaut werden kann, aber groß genug, um sechs 500-ml-Flaschen nachzufüllen, was dazu beiträgt, die Menge der verwendeten Verpackungen zu reduzieren und es Ihnen ermöglicht, Ihre ursprüngliche Glasflasche weiter zu verwenden.  Diese pflegende, mit Sheabutter angereicherte Seife wird nach der Tradition der Seifenmacher in einem Kessel verseift und reinigt sanft Körper und Hände. Die Seife ist sanft zur Haut und enthält keine Sulfate und natürlich kein Glycerin. Lassen Sie sich von ihrem beruhigenden Duft mit zarten Noten weißer Blumen auf einer weichen Moschusbasis umhüllen, der in Grasse kreiert wurde.;Die umweltfreundliche Art, Ihre Flüssigseife noch länger zu genießen!  Unsere Nachfüllbox kann zum Befüllen unserer eleganten 300ml- und 500ml-Pumpspenderflaschen verwendet werden. Geeignet für den häufigen Gebrauch.  Nur zur äußeren Anwendung. Vermeiden Sie den Kontakt mit den Augen. Sollte das Produkt mit den Augen in Berührung kommen, gründlich mit Wasser ausspülen.;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, PEG-40 Hydrogenated Castor Oil, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Butyrospermum Parkii (Shea) Butter Extract, Tetrasodium EDTA, Shea Butter PEG-8 Esters, Tocopherol, Disodium Phosphate, Polysorbate 60, Sodium Phosphate
PF0109SL500BS;Liquid Soap Marseille Festive Pine ltd. Edition;3551780009495;;Diese Seife wird in einem Kessel nach traditionellen Methoden hergestellt und ist mit pflanzlichen Ölen aus der Provence angereichert. Sie reinigt die Haut sanft und hilft gleichzeitig, den Feuchtigkeitsgehalt der Haut zu erhalten.  Ein fruchtig-holziger Duft, der in Grasse kreiert wurde, wo sich der Duft der Kiefer mit Noten von Sandelholz und Früchten vermischt und eine warme und festliche Atmosphäre schafft.;Es ist Zeit, sich einzuschäumen!  Drücken Sie ein- oder zweimal auf die Pumpe, um die Seife auf Ihre nassen Hände zu verteilen, schäumen Sie sie sanft auf und spülen Sie sie dann mit klarem Wasser ab. Geeignet für den häufigen Gebrauch. Kann für den Körper verwendet werden.  Nur zur äußerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen. Sollte das Produkt mit den Augen in Berührung kommen, gründlich mit Wasser ausspülen.;AQUA (WATER), POTASSIUM COCOATE, GLYCERIN, PARFUM (FRAGRANCE), HYDROXYETHYLCELLULOSE, POLYGLYCERYL-3 CAPRYLATE, TETRASODIUM GLUTAMATE DIACETATE, COCOS NUCIFERA (COCONUT) OIL, POTASSIUM OLIVATE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, VITIS VINIFERA SEED OIL, TETRASODIUM EDTA, TOCOPHEROL, DISODIUM PHOSPHATE, POLYSORBATE 60, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, OLEA EUROPAEA (OLIVE) FRUIT OIL, SODIUM PHOSPHATE
PF0109SL500BE;Liquid Soap Marseille Woods & Spices ltd. Edition;3551780009501;;Diese Seife wird in einem Kessel nach traditionellen Methoden hergestellt und ist mit pflanzlichen Ölen aus der Provence angereichert. Sie reinigt die Haut sanft und hilft, den Feuchtigkeitsgehalt der Haut zu erhalten. Dieser grüne, holzige und würzige Duft wurde in Grasse kreiert und vereint den reinen Duft mediterraner Pinien mit warmen Noten von Patchouli und Zimt. ;Es ist Zeit, sich einzuschäumen!  Drücken Sie ein- oder zweimal auf die Pumpe, um die Seife auf Ihre nassen Hände zu verteilen, schäumen Sie sie sanft auf und spülen Sie sie dann mit klarem Wasser ab. Geeignet für den häufigen Gebrauch. Kann für den Körper verwendet werden.  Nur zur äußerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen. Sollte das Produkt mit den Augen in Berührung kommen, gründlich mit Wasser ausspülen.;AQUA (WATER), POTASSIUM COCOATE, GLYCERIN, PARFUM (FRAGRANCE), HYDROXYETHYLCELLULOSE, POLYGLYCERYL-3 CAPRYLATE, TETRASODIUM GLUTAMATE DIACETATE, COCOS NUCIFERA (COCONUT) OIL, POTASSIUM OLIVATE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, VITIS VINIFERA SEED OIL, TETRASODIUM EDTA, EUGENOL, TOCOPHEROL, CINNAMAL, COUMARIN, DISODIUM PHOSPHATE, POLYSORBATE 60, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, OLEA EUROPAEA (OLIVE) FRUIT OIL, SODIUM PHOSPHATE
PF0109BP150BS;Scented Candle Festive Pine ltd. Edition;3551780009518;;Diese Duftkerze wird in Handarbeit aus 100% pflanzlichem Wachs hergestellt, das aus in Europa angebautem Raps gewonnen wird.  Sie bietet ein einzigartiges Dufterlebnis. Eine helle Flamme und ein schöner Duft, der eine warme Atmosphäre schafft und die Weihnachtszeit erhellt! Die holzigen Noten der Kiefer vermischen sich mit den köstlichen Düften von Apfel und Bergkristallzucker zu einem Duft, der sofort an einen frisch geschmückten Weihnachtsbaum erinnert. Ein Docht aus reiner Baumwolle und natürliches Wachs sorgen dafür, dass sich der in Grasse kreierte Duft perfekt verbreitet. Der wiederverwendbare Glastiegel wird in Frankreich im Siebdruckverfahren bedruckt, während der Deckel speziell entwickelt wurde, um die Qualität des Wachses und die Intensität des Duftes zu bewahren.  Brenndauer: ca. 30 Stunden.;Zünden Sie Ihre Duftkerze an und atmen Sie den kühnen, überraschenden Duft der Kiefer ein, der sich mit den köstlichen Düften von Apfel und Bergkristallzucker vermischt.  Lassen Sie sich mitreißen von der festlichen Energie, die dieser Duft ausstrahlt, und dem guten Gefühl, das er mit sich bringt. Lassen Sie Ihr Glück leuchten und ansteckend sein!;94% Wax aus Europäischem Raps, 6% Parfum und Baumwolldocht
PF0118SL500SA;Liquid Soap Marseille Sensitive Skin;3551780010842;;Diese in einem Kessel nach traditionellen Methoden hergestellte Seife ist mit einem exklusiven Lipid-Trio aus den hochwertigsten botanischen Ölen aus Frankreich angereichert.  Sie ist für die Anwendung in der Familie konzipiert und reinigt sanft Hände und Körper, während sie den Feuchtigkeitsgehalt der Haut erhält. Dermatologisch an einem Panel empfindlicher Haut getestet  99% Inhaltsstoffe natürlichen Ursprungs Hergestellt in Frankreich Parfümfrei;Jetzt ist es Zeit, sich einzuschäumen! Drücken Sie ein- oder zweimal auf die Pumpe, um die Seife auf Ihre nassen Hände aufzutragen, schäumen Sie sie sanft auf und spülen Sie sie dann mit klarem Wasser ab.  Geeignet für den häufigen Gebrauch. Kann für den Körper verwendet werden. Nur zur äußeren Anwendung. Vermeiden Sie den Kontakt mit den Augen. Sollte das Produkt mit den Augen in Berührung kommen, gründlich mit Wasser ausspülen.;Aqua (Water), Potassium Cocoate, Glycerin, Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate.
PF0118SL01LSA;Liquid Marseille Soap 1L Refill Sensitive Skin;3551780010859;Verwöhne deine Haut mit unserer Marseille Seife für sensible Haut - 1L Nachfüllpackung;Diese in einem Kessel nach traditionellen Methoden hergestellte Seife ist mit einem exklusiven Lipid-Trio aus den hochwertigsten botanischen Ölen aus Frankreich angereichert.  Sie ist für die Anwendung in der Familie konzipiert und reinigt sanft Hände und Körper, während sie den Feuchtigkeitsgehalt der Haut erhält. Dermatologisch an einem Panel empfindlicher Haut getestet  99% Inhaltsstoffe natürlichen Ursprungs Hergestellt in Frankreich Parfümfrei; Jetzt ist es Zeit, sich einzuschäumen! Drücken Sie ein- oder zweimal auf die Pumpe, um die Seife auf Ihre nassen Hände aufzutragen, schäumen Sie sie sanft auf und spülen Sie sie dann mit klarem Wasser ab.  Geeignet für den häufigen Gebrauch. Kann für den Körper verwendet werden. Nur zur äußeren Anwendung. Vermeiden Sie den Kontakt mit den Augen. Sollte das Produkt mit den Augen in Berührung kommen, gründlich mit Wasser ausspülen.;Aqua (Water), Potassium Cocoate, Glycerin, Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos  Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil,  Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea  (Olive) Fruit Oil, Sodium Phosphate
PF0118SL300SA;Liquid Soap Marseille Sensitive Skin;3551780010866;;Diese in einem Kessel nach traditionellen Methoden hergestellte Seife ist mit einem exklusiven Lipid-Trio aus den hochwertigsten botanischen Ölen aus Frankreich angereichert.  Sie ist für die Anwendung in der Familie konzipiert und reinigt sanft Hände und Körper, während sie den Feuchtigkeitsgehalt der Haut erhält. Dermatologisch an einem Panel empfindlicher Haut getestet  99% Inhaltsstoffe natürlichen Ursprungs Hergestellt in Frankreich Parfümfrei; Jetzt ist es Zeit, sich einzuschäumen! Drücken Sie ein- oder zweimal auf die Pumpe, um die Seife auf Ihre nassen Hände aufzutragen, schäumen Sie sie sanft auf und spülen Sie sie dann mit klarem Wasser ab.  Geeignet für den häufigen Gebrauch. Kann für den Körper verwendet werden. Nur zur äußeren Anwendung. Vermeiden Sie den Kontakt mit den Augen. Sollte das Produkt mit den Augen in Berührung kommen, gründlich mit Wasser ausspülen.  ;Aqua (Water), Potassium Cocoate, Glycerin, Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate.
PF0118SS085SA;Extra Pure Face Cleanser Sensitive Skin;3551780010873;;Dieser Gesichtsreiniger wurde ohne Seife und aus 100 % natürlichen Inhaltsstoffen formuliert und beseitigt Unreinheiten, während er gleichzeitig die Feuchtigkeit bewahrt. Speziell für empfindliche Haut entwickelt, kombiniert es ausgleichende natürliche Präbiotika mit einem Komplex aus beruhigenden pflanzlichen Ölen. Das Ergebnis ist eine perfekt gereinigte und angenehme Haut. Dermatologisch getestet an einer Gruppe empfindlicher Haut.;Auf die feuchte Haut auftragen und leicht einmassieren. Gründlich mit Wasser abspülen.;"SODIUM COCO-SULFATE, MALTODEXTRIN, PALMITIC ACID, STEARIC ACID, AQUA (WATER), GLYCERIN, HYDROGENATED CASTOR OIL, ALPHA-GLUCAN OLIGOSACCHARIDE, DICAPRYLYL ETHER, GLYCERYL OLEATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, PLUKENETIA VOLUBILIS SEED OIL*, ALGIN, CITRIC ACID, TOCOPHEROL. *ingrédients issus de l'agriculture biologique / Ingredients from organic farming"
